epoch,train_loss,test_loss,test_acc,lr
61,0.0016865651771618888,0.11148281174869439,0.9805,0.001
62,0.007160625620593331,0.11117251441999468,0.9801,0.001
63,0.003664477097062111,0.1164440030287544,0.9818,0.001
64,0.006889536073785174,0.1090676245218725,0.9813,0.001
65,0.004225592787362735,0.09051265810358283,0.9838,0.001
66,0.004221211180283806,0.09466280399924956,0.9828,0.001
67,0.0023328010415382444,0.11552764733163395,0.9814,0.001
68,0.006905574886389059,0.09089845775468412,0.9831,0.001
69,0.003557357973220694,0.10057693411554285,0.9809,0.001
70,0.0040922318793293905,0.115299502324694,0.9804,0.001
71,0.006758458756367629,0.09215686944264037,0.9836,0.001
72,0.002799340539008217,0.12296743169610833,0.9792,0.001
73,0.004781081881743884,0.11327527944065653,0.9832,0.001
74,0.006208504049922271,0.09853617646732626,0.982,0.001
75,0.0031149323587150233,0.09920832114421775,0.9829,0.001
76,0.0011530135238615913,0.09848169097856252,0.983,0.001
77,0.005566638969566086,0.10435620712296229,0.9824,0.001
78,0.0060171572719420205,0.10144742230085661,0.9838,0.001
79,0.003582798050970019,0.09444342681681217,0.9834,0.001
80,0.002041407972501632,0.10452385314857186,0.9825,0.001
81,0.004154985128463743,0.12322929697140791,0.9798,0.001
82,0.005657281891953609,0.09718539256398007,0.9824,0.001
83,0.003669310111409184,0.11594877926679074,0.9789,0.001
84,0.0034882630493359773,0.1164497815785523,0.9819,0.001
85,0.005625399115867384,0.10358445700740454,0.9814,0.001
86,0.005335527721244299,0.11962964363337505,0.9806,0.001
87,0.0036339682374537372,0.09988582423610666,0.9804,0.001
88,0.0021428317081864773,0.1178348214000673,0.9805,0.001
89,0.006428328320864126,0.11821724375686761,0.9805,0.001
90,0.004520453087121717,0.11105148875119782,0.982,0.001
91,0.0031564426661601338,0.10318739584254015,0.9828,0.001
92,0.001485034788810263,0.09342240254116643,0.9846,0.001
93,0.005926492695097688,0.10266329523937982,0.9828,0.001
94,0.00457723703072078,0.11303491655749323,0.9816,0.001
95,0.0035151578006203032,0.0971157681388136,0.9835,0.001
96,0.00395893572650125,0.09438747587649451,0.9832,0.001
97,0.00398731205060596,0.10975193769442237,0.9805,0.001
98,0.0035656911597597802,0.11742448409613804,0.9824,0.001
99,0.003336798311765558,0.09442789111091121,0.9835,0.001
100,0.00043539431739363804,0.10103739440027414,0.9841,0.001
